Began,Ended,Duration in Days,longitude,latitude,Affected sq km,Dead,Displaced
2003-08-08,2003-08-11,4.0,143.444,42.8258,14325.51,11.0,1600.0
2003-08-05,2003-10-12,69.0,4.73527,12.3948,138852.9,7.0,10000.0
2003-08-06,2003-08-08,3.0,127.647,37.8729,15058.79,0.0,6000.0
2003-08-05,2003-08-06,2.0,27.3605,59.1934,3162.75,0.0,0.0
2003-08-04,2003-08-08,5.0,106.447,10.5416,14422.68,0.0,0.0
2003-08-03,2003-08-25,23.0,34.0017,13.8844,118350.1,9.0,13000.0
2003-08-04,2003-08-05,2.0,-71.9456,46.0827,1992.49,0.0,400.0
2003-08-05,2003-08-07,3.0,102.261,12.6285,6499.41,2.0,0.0
2003-08-02,2003-08-05,4.0,107.896,12.9815,3901.07,12.0,0.0
2003-08-03,2003-11-02,92.0,20.2497,10.9965,486564.84,0.0,0.0
2003-07-29,2003-07-31,3.0,94.0334,51.2311,8222.43,0.0,600.0
2003-07-30,2003-08-01,3.0,111.067,39.043,9891.46,2.0,0.0
2003-07-29,2003-07-30,2.0,70.588,35.8421,2576.57,30.0,0.0
2003-07-29,2003-08-02,5.0,73.9596,21.9811,12776.68,2.0,14000.0
2003-07-28,2003-08-21,25.0,36.4589,15.3828,95753.23,20.0,325000.0
2003-07-25,2003-08-01,8.0,103.048,21.8714,12067.52,5.0,0.0
2003-07-27,2003-10-10,76.0,124.702,47.944,215590.79,0.0,1000.0
2003-07-27,2003-07-31,5.0,-149.976,63.9124,13111.55,0.0,20.0
2003-07-27,2003-07-27,1.0,9.13461,6.92886,2626.51,2.0,3000.0
2003-07-22,2003-07-24,3.0,11.1736,10.1997,1524.21,0.0,160.0
2003-07-12,2003-07-13,2.0,-79.7265,8.90315,546.934,0.0,4000.0
2003-07-23,2003-07-25,3.0,110.141,21.2109,50628.0,14.0,30000.0
2003-07-23,2003-07-25,3.0,8.94298,6.28577,8171.95,5.0,0.0
2003-07-21,2003-07-25,5.0,-63.3288,10.4194,9368.9,0.0,860.0
2003-07-21,2003-07-25,5.0,77.1033,43.6746,131879.05,1.0,0.0
2003-07-21,2003-08-10,21.0,103.35,49.3241,281931.48,20.0,400.0
2003-07-21,2003-07-28,8.0,-80.9253,41.0649,12173.27,3.0,1000.0
2003-07-19,2003-08-01,14.0,41.0562,10.9021,53538.05,2.0,7000.0
2003-07-19,2003-07-23,5.0,121.267,16.5019,70175.04,22.0,20000.0
2003-07-19,2003-07-21,3.0,130.746,32.4792,8078.29,19.0,800.0
2003-07-18,2003-07-19,2.0,-66.8589,10.5003,695.898,1.0,0.0
2003-07-17,2003-07-18,2.0,-96.7656,18.1132,1218.83,10.0,200.0
2003-07-15,2003-07-18,4.0,69.5093,33.492,33247.73,9.0,0.0
2003-07-15,2003-09-01,49.0,72.2101,28.7319,868200.94,285.0,900000.0
2003-07-12,2003-07-15,4.0,92.8839,43.1637,103777.99,1.0,0.0
2003-07-09,2003-07-11,3.0,68.1237,34.9054,1443.81,9.0,0.0
2003-07-02,2003-09-01,62.0,95.5035,20.5747,235095.9,0.0,0.0
2003-07-03,2003-08-20,49.0,84.053,28.593,137086.59,217.0,4000.0
2003-07-03,2003-07-04,2.0,-99.1635,18.9389,1021.37,0.0,0.0
2003-07-05,2003-07-21,17.0,-85.9761,39.7887,150549.91,3.0,1200.0
2003-07-05,2003-07-06,2.0,69.1603,34.2175,1496.24,2.0,280.0
2003-07-02,2003-07-05,4.0,69.4291,36.9277,4099.76,0.0,0.0
2003-07-01,2003-07-03,3.0,34.1376,0.93959,962.615,20.0,700.0
2003-07-01,2003-08-07,38.0,115.718,32.5166,126534.39,18.0,1600000.0
2003-06-28,2003-07-02,5.0,-56.0038,-34.433,6903.15,1.0,300.0
2003-06-28,2003-06-30,3.0,172.993,-41.3947,1766.2,0.0,0.0
2003-06-26,2003-06-26,1.0,50.7762,36.6816,1088.54,0.0,0.0
2003-06-25,2003-06-26,2.0,70.9404,38.1986,2785.01,0.0,0.0
2003-06-25,2003-06-26,2.0,124.377,7.04391,1183.34,2.0,10000.0
2003-06-25,2003-06-30,6.0,-90.4913,14.6208,152.296,3.0,40.0
2003-06-23,2003-06-26,4.0,-97.0958,40.7146,41056.59,1.0,0.0
2003-06-23,2003-07-28,36.0,118.401,28.831,1540349.44,430.0,1500000.0
2003-06-20,2003-06-26,7.0,73.44,21.3961,37685.27,4.0,0.0
2003-06-22,2003-06-28,7.0,-81.8936,27.2672,18773.56,0.0,250.0
2003-06-21,2003-06-24,4.0,74.9274,12.9158,766.522,4.0,0.0
2003-06-19,2003-07-03,15.0,91.9327,21.9239,4231.0,55.0,20000.0
2003-06-16,2003-06-21,6.0,70.6147,37.8703,2647.5,13.0,100.0
2003-06-16,2003-06-20,5.0,125.657,-9.01219,12934.64,2.0,600.0
2003-06-15,2003-06-18,4.0,125.009,11.7927,22834.67,11.0,70000.0
2003-06-13,2003-06-19,7.0,-82.3633,38.3574,60614.8,7.0,1500.0
2003-06-14,2003-06-16,3.0,-75.5748,6.21566,1700.85,2.0,0.0
2003-06-14,2003-06-16,3.0,-75.5816,1.61614,3350.82,3.0,4000.0
2003-05-28,2003-05-29,2.0,8.43421,11.81,785.174,1.0,800.0
2003-06-12,2003-06-15,4.0,-98.1744,19.0724,67.7191,0.0,800.0
2003-06-11,2003-10-10,122.0,90.8538,26.1706,702361.66,600.0,9500000.0
2003-06-07,2003-06-08,2.0,9.78959,12.4276,5709.91,0.0,2000.0
2003-06-06,2003-06-10,5.0,67.7915,39.4652,1700.7,3.0,2500.0
2003-06-01,2003-06-14,14.0,110.741,30.9182,9132.34,0.0,0.0
2003-06-05,2003-06-14,10.0,47.1515,41.2757,2427.5,1.0,0.0
2003-06-05,2003-06-06,2.0,-97.089,18.8378,1202.55,4.0,3000.0
2003-06-05,2003-06-07,3.0,82.5109,43.7754,44616.58,28.0,0.0
2003-06-01,2003-06-04,4.0,90.8345,53.3172,5085.41,0.0,0.0
2003-06-01,2003-06-03,3.0,-71.4704,8.3491,6238.6,1.0,450.0
2003-05-29,2003-05-31,3.0,28.6068,47.3811,3901.12,3.0,0.0
2003-05-27,2003-06-20,25.0,128.13,62.8787,62479.95,0.0,400.0
2003-05-25,2003-05-30,6.0,-78.4955,37.2228,17832.44,1.0,0.0
2003-05-26,2003-06-06,12.0,68.9147,36.4378,10284.86,0.0,400.0
2003-05-26,2003-05-30,5.0,120.74,15.5956,17427.04,41.0,8357.0
2003-05-22,2003-05-23,2.0,47.6991,38.5134,2074.7,2.0,0.0
2003-05-18,2003-05-19,2.0,-170.682,-14.3155,174.444,4.0,0.0
2003-05-17,2003-05-26,10.0,80.7878,6.61932,13488.03,266.0,300000.0
2003-05-15,2003-05-21,7.0,114.939,26.5695,317905.6,83.0,18000.0
2003-05-08,2003-05-12,5.0,48.7801,-19.1732,6123.73,68.0,47000.0
2003-05-14,2003-05-17,4.0,-87.7071,46.6398,856.765,0.0,1752.0
2003-05-13,2003-05-18,6.0,151.153,-33.7036,5265.43,0.0,300.0
2003-05-09,2003-05-10,2.0,54.1224,36.9249,359.582,0.0,0.0
2003-05-06,2003-05-08,3.0,42.4167,1.50529,33795.0,0.0,0.0
2003-05-06,2003-05-14,9.0,-85.4845,35.2142,313672.72,3.0,2000.0
2003-05-04,2003-05-20,17.0,44.6354,5.37112,52987.31,106.0,111000.0
2003-05-05,2003-05-06,2.0,-83.023,38.2891,4845.05,0.0,200.0
2003-05-03,2003-05-06,4.0,103.544,-1.50383,13874.73,0.0,2000.0
2003-05-01,2003-05-16,16.0,42.3946,63.5313,345303.79,0.0,1600.0
2003-04-14,2003-05-04,21.0,143.696,-4.40215,24063.21,0.0,0.0
2003-04-29,2003-05-04,6.0,-148.177,64.9771,6718.98,0.0,0.0
2003-04-25,2003-04-27,3.0,43.741,-12.3152,210.128,0.0,300.0
2003-04-12,2003-04-16,5.0,147.01,-41.737,8766.21,0.0,0.0
2003-04-28,2003-05-10,13.0,-60.4971,-31.5791,280039.63,24.0,161500.0
2003-04-23,2003-04-24,2.0,68.8736,33.9512,1449.13,0.0,2000.0
2003-04-23,2003-05-13,21.0,79.3162,57.8205,876375.49,0.0,500.0
2003-04-21,2003-06-04,45.0,35.1979,-0.139191,466914.56,77.0,1000000.0
2003-04-21,2003-04-22,2.0,69.2155,36.7242,1500.93,0.0,0.0
2003-04-18,2003-04-20,3.0,69.2724,34.958,1769.35,2.0,800.0
2003-04-18,2003-04-21,4.0,65.0691,33.069,14987.88,5.0,0.0
2003-04-15,2003-05-18,34.0,35.7082,52.5531,393161.63,0.0,600.0
2003-04-16,2003-05-28,43.0,64.7393,55.4536,315231.35,0.0,0.0
2003-04-16,2003-04-22,7.0,-65.8269,18.2528,1139.21,4.0,300.0
2003-04-16,2003-06-04,50.0,47.1927,40.9417,30866.26,0.0,0.0
2003-04-14,2003-04-19,6.0,58.5899,23.361,23062.38,30.0,0.0
2003-04-13,2003-04-25,13.0,69.2051,38.043,5014.82,1.0,6000.0
2003-04-07,2003-04-10,4.0,-88.6506,32.3342,83502.65,0.0,100.0
2003-04-05,2003-04-08,4.0,33.784,-11.0006,2425.73,4.0,0.0
2003-04-07,2003-04-08,2.0,61.7439,35.1172,2791.37,4.0,400.0
2003-04-07,2003-04-17,11.0,47.1348,40.2225,241748.7,2.0,20000.0
2003-04-01,2003-05-14,44.0,42.8994,49.2409,1434589.04,1.0,8000.0
2003-03-31,2003-04-03,4.0,-63.9857,45.105,13530.48,2.0,170.0
2003-03-31,2003-04-01,2.0,121.709,-8.78414,343.973,39.0,0.0
2003-03-27,2003-03-27,1.0,57.5828,37.1113,914.247,0.0,800.0
2003-03-26,2003-03-27,2.0,51.6194,31.5119,3089.53,0.0,0.0
2003-03-26,2003-03-28,3.0,34.9058,-19.7644,701.566,2.0,15000.0
2003-03-22,2003-05-05,45.0,25.203,52.5773,285012.04,0.0,0.0
2003-03-27,2003-03-29,3.0,173.329,-34.945,1367.86,1.0,50.0
2003-03-25,2003-04-11,18.0,133.058,44.3837,30394.38,0.0,0.0
2003-03-20,2003-03-25,6.0,119.784,-3.09396,1097.11,12.0,0.0
2003-03-20,2003-03-21,2.0,125.58,6.34483,371.086,8.0,0.0
2003-03-23,2003-03-26,4.0,20.1148,-33.7569,656.473,1.0,500.0
2003-03-22,2003-04-04,14.0,33.3194,48.241,220029.06,0.0,130.0
2003-03-18,2003-03-22,5.0,-75.5169,5.21063,3279.12,24.0,0.0
2003-03-18,2003-03-19,2.0,-72.4921,7.90993,965.73,6.0,0.0
2003-03-17,2003-03-28,12.0,67.3621,36.7476,12949.64,14.0,2000.0
2003-03-19,2003-03-31,13.0,-81.7756,35.1516,269996.83,0.0,0.0
2003-03-17,2003-03-21,5.0,-104.729,47.7159,30706.8,0.0,0.0
2003-03-11,2003-03-15,5.0,27.69,-16.0663,22883.26,0.0,6400.0
2003-03-07,2003-03-17,11.0,133.126,-14.0855,338861.7,0.0,0.0
2003-02-27,2003-03-10,12.0,-1.03538,41.8344,19395.83,0.0,0.0
2003-03-05,2003-03-16,12.0,32.6645,-21.3783,137205.77,8.0,8300.0
2003-02-26,2003-03-07,10.0,-88.0179,37.411,32682.01,0.0,0.0
2003-03-02,2003-03-11,10.0,124.223,-17.9705,68628.4,0.0,0.0
2003-02-04,2003-03-12,37.0,28.312,38.0893,37809.06,0.0,0.0
2003-01-17,2003-03-03,46.0,26.7148,41.591,26936.78,0.0,0.0
2003-01-11,2003-04-22,102.0,-50.4819,-11.8781,139112.79,0.0,0.0
2003-01-27,2003-02-07,12.0,22.2237,39.6089,35397.85,0.0,0.0
2003-02-25,2003-02-28,4.0,31.1595,-16.3458,13941.66,2.0,18000.0
2003-02-22,2003-03-24,31.0,138.398,-29.2128,1260590.18,0.0,0.0
2003-02-05,2003-02-13,9.0,-1.16593,43.3022,106247.98,1.0,0.0
2003-02-22,2003-02-23,2.0,-80.6513,37.679,82478.43,2.0,0.0
2003-02-22,2003-03-17,24.0,-90.0652,31.4633,785574.94,1.0,0.0
2003-02-21,2003-02-24,4.0,149.7,-32.59,57424.09,0.0,100.0
2003-02-21,2003-02-24,4.0,127.857,-18.2289,9031.36,0.0,0.0
2003-02-21,2003-02-24,4.0,35.7737,33.545,6337.59,0.0,0.0
2003-02-15,2003-02-24,10.0,73.7749,34.4037,26796.79,27.0,0.0
2003-02-06,2003-02-20,15.0,18.0146,-10.4392,115312.47,0.0,0.0
2003-01-15,2003-07-01,168.0,21.7005,-12.1764,607286.01,7.0,20000.0
2003-02-16,2003-02-22,7.0,68.0677,27.5247,433469.94,20.0,3000.0
2003-02-15,2003-02-18,4.0,-82.2846,37.6968,42499.87,2.0,100.0
2003-02-16,2003-02-17,2.0,107.604,-6.97319,401.224,0.0,4300.0
2003-02-15,2003-02-21,7.0,-56.033,48.983,1014.86,0.0,1100.0
2003-02-13,2003-02-14,2.0,106.847,-6.20813,545.177,3.0,33000.0
2003-02-12,2003-02-13,2.0,-119.012,34.3071,29456.33,0.0,0.0
2003-02-11,2003-02-14,4.0,146.722,-22.2781,40587.44,0.0,0.0
2003-02-05,2003-02-07,3.0,28.5651,-14.3453,2674.05,0.0,400.0
2003-02-05,2003-02-12,8.0,150.373,-23.7719,46117.22,1.0,20.0
2003-02-04,2003-02-07,4.0,110.416,1.31139,6108.77,0.0,11000.0
2003-02-04,2003-02-17,14.0,39.834,-12.9125,88563.63,32.0,400000.0
2003-02-04,2003-02-06,3.0,102.64,-3.46055,1559.1,7.0,280.0
2003-01-30,2003-02-09,11.0,107.641,-7.04676,4154.77,0.0,0.0
2003-02-01,2003-02-03,3.0,39.6729,47.2248,18390.87,0.0,200.0
2003-01-29,2003-01-30,2.0,35.1782,33.057,276.318,0.0,150.0
2003-01-28,2003-02-10,14.0,-69.31,-15.8735,65370.88,6.0,34000.0
2003-01-28,2003-02-10,14.0,-72.102,-13.2385,36369.03,12.0,0.0
2003-01-26,2003-02-04,10.0,118.212,-22.4964,294622.26,0.0,0.0
2003-01-25,2003-02-06,13.0,102.452,-0.112857,27341.22,3.0,20000.0
2003-01-25,2003-02-04,11.0,145.86,-17.2994,1861.91,0.0,0.0
2003-01-25,2003-01-27,3.0,15.9205,41.3473,28756.0,1.0,1000.0
2003-01-25,2003-01-26,2.0,9.36896,36.0582,3621.72,2.0,0.0
2003-01-23,2003-02-10,19.0,-70.4323,-13.3744,78942.02,7.0,12000.0
2003-01-22,2003-03-06,44.0,139.397,-17.9301,166298.58,0.0,0.0
2003-01-22,2003-01-23,2.0,-2.49865,57.049,292.004,0.0,0.0
2003-01-21,2003-01-22,2.0,34.8066,32.0541,333.722,0.0,0.0
2003-01-20,2003-02-10,22.0,102.894,2.4676,2994.31,1.0,1500.0
2003-01-18,2003-01-31,14.0,46.8211,-20.9917,189697.31,16.0,25000.0
2003-01-21,2003-01-22,2.0,-68.1304,-16.4938,212.606,4.0,300.0
2003-01-14,2003-01-24,11.0,-43.823,-19.7931,6742.45,44.0,10000.0
2003-01-13,2003-01-31,19.0,-60.9786,-29.4558,60476.42,0.0,0.0
2003-01-14,2003-01-16,3.0,9.4368,36.481,27682.21,8.0,27000.0
2003-01-14,2003-01-20,7.0,67.1814,37.282,1672.7,0.0,300.0
2003-01-14,2003-02-06,24.0,113.005,-2.42875,9362.83,0.0,30000.0
2003-01-14,2003-01-16,3.0,179.528,-16.4711,1873.41,15.0,0.0
2003-01-12,2003-01-15,4.0,111.881,2.25216,14318.2,0.0,500.0
2003-01-11,2003-02-04,25.0,-43.1439,-22.4922,115919.99,29.0,16000.0
2003-01-08,2003-01-11,4.0,175.631,-37.1744,4201.56,0.0,0.0
2003-01-08,2003-01-10,3.0,21.6243,42.0601,878.617,0.0,0.0
2003-01-04,2003-01-08,5.0,-147.248,64.6959,1681.67,0.0,0.0
2003-01-03,2003-01-08,6.0,-64.945,-16.4857,19475.5,1.0,6000.0
2003-01-01,2003-02-17,48.0,38.8747,-14.7661,410708.54,23.0,400000.0
2003-01-04,2003-01-06,3.0,34.8513,-0.10174,396.349,0.0,300.0
2003-01-01,2003-01-08,8.0,5.62514,49.2074,259752.89,7.0,1500.0
2003-01-01,2003-01-06,6.0,-0.543564,51.2646,48599.81,0.0,0.0
2003-01-01,2003-01-06,6.0,-92.6206,31.8332,457677.64,0.0,0.0
2002-12-21,2002-12-25,5.0,169.432,-19.5723,146.379,0.0,0.0
2002-12-28,2002-12-31,4.0,-124.001,40.2055,20634.73,0.0,0.0
2002-12-27,2002-12-29,3.0,101.909,2.59221,898.687,0.0,0.0
2002-12-26,2002-12-31,6.0,104.218,-4.65996,14760.78,24.0,10000.0
2002-12-23,2002-12-25,3.0,13.3141,-8.95956,2796.27,4.0,40.0
2002-12-21,2002-12-24,4.0,19.9104,-33.3966,787.683,0.0,50.0
2002-12-21,2002-12-23,3.0,35.9643,0.498246,751.122,6.0,3000.0
2002-12-20,2002-12-22,3.0,35.6163,33.6966,4108.64,0.0,300.0
2002-12-15,2002-12-20,6.0,100.517,0.977528,21909.34,0.0,60000.0
2002-12-16,2002-12-20,5.0,80.9935,8.4736,14147.74,2.0,500000.0
2002-12-14,2002-12-24,11.0,-122.478,38.9397,44627.03,6.0,0.0
2002-12-13,2002-12-14,2.0,4.14588,43.7308,1292.7,2.0,0.0
2002-12-11,2002-12-15,5.0,112.39,-7.44041,648.179,28.0,0.0
2002-12-09,2002-12-11,3.0,-44.3263,-23.0153,82.0525,39.0,2000.0
2002-12-06,2002-12-10,5.0,22.3897,40.1572,1029.56,0.0,0.0
2002-11-22,2002-12-03,12.0,8.64237,45.8293,29901.95,0.0,10000.0
2002-11-19,2002-11-26,8.0,102.695,2.40946,1235.54,0.0,400.0
2002-11-24,2002-11-29,6.0,-7.0988,33.1091,40845.92,63.0,0.0
2002-11-23,2002-11-25,3.0,-151.454,59.9306,1721.59,0.0,0.0
2002-11-19,2002-12-03,15.0,97.4355,3.11309,17006.86,12.0,117000.0
2002-11-23,2002-12-13,21.0,-83.0841,9.82661,2203.32,8.0,7000.0
2002-11-08,2002-11-21,14.0,42.3967,1.42576,65263.03,0.0,0.0
2002-11-16,2002-11-25,10.0,34.0375,0.949211,15002.61,2.0,2300.0
2002-11-19,2002-11-21,3.0,-147.024,64.5052,590.451,0.0,0.0
2002-11-19,2002-11-21,3.0,172.869,-43.6673,600.754,0.0,0.0
2002-11-10,2002-11-10,1.0,18.4694,3.01659,145253.54,0.0,3000.0
2002-11-17,2002-11-20,4.0,36.9154,-1.21267,924.671,12.0,2000.0
2002-11-16,2002-11-20,5.0,4.81011,45.038,4834.93,1.0,2500.0
2002-11-14,2002-11-17,4.0,-63.8299,44.8277,4327.32,0.0,0.0
2002-11-14,2002-11-25,12.0,-6.11673,53.0005,11753.31,1.0,400.0
2002-11-09,2002-11-12,4.0,-74.6846,-10.9711,6119.98,4.0,100.0
2002-11-05,2002-11-20,16.0,-61.2638,10.6068,884.881,3.0,300.0
2002-11-03,2002-11-07,5.0,109.03,12.5292,8719.41,2.0,0.0
2002-10-31,2002-11-04,5.0,79.0643,10.9485,22713.01,20.0,300.0
2002-10-29,2002-10-31,3.0,-74.2005,7.91776,6903.22,60.0,2000.0
2002-10-28,2002-11-02,6.0,113.385,24.2694,7741.04,0.0,50000.0
2002-10-29,2002-11-04,7.0,40.0925,-1.41562,77910.06,14.0,20000.0
2002-10-26,2002-10-29,4.0,108.878,14.2062,7902.14,2.0,0.0
2002-10-23,2002-11-13,22.0,-96.0297,29.6511,106239.37,1.0,75.0
2002-10-24,2002-10-28,5.0,-150.891,60.3357,13912.96,0.0,0.0
2002-10-22,2002-10-25,4.0,-2.78675,55.6032,7597.36,0.0,100.0
2002-10-12,2002-11-11,31.0,-57.9616,-31.6196,187542.85,0.0,2000.0
2002-10-18,2002-10-20,3.0,100.611,-1.34406,135.402,0.0,3000.0
2002-10-13,2002-10-16,4.0,26.178,47.6469,5421.41,0.0,0.0
2002-10-12,2002-11-02,22.0,-60.1011,-31.072,283687.64,7.0,6000.0
2002-10-10,2002-10-16,7.0,75.527,11.8739,9745.41,11.0,0.0
2002-10-10,2002-10-16,7.0,22.2186,41.5767,8020.61,0.0,0.0
2002-10-10,2002-10-15,6.0,-99.2878,26.7222,16617.71,1.0,800.0
2002-10-10,2002-10-12,3.0,-89.9243,34.6073,11708.02,3.0,0.0
2002-10-09,2002-10-12,4.0,6.53339,35.7714,23941.66,13.0,0.0
2002-09-29,2002-10-07,9.0,-83.9795,22.3815,20039.47,8.0,317000.0
2002-09-26,2002-09-29,4.0,-90.0119,29.8703,31074.07,1.0,2500.0
2002-09-25,2002-09-28,4.0,26.6294,42.245,4486.28,0.0,0.0
2002-09-17,2002-12-02,77.0,100.951,14.9743,139683.92,1.0,3000.0
2002-09-21,2002-10-08,18.0,19.7738,41.3975,11922.12,1.0,9700.0
2002-09-20,2002-09-30,11.0,105.175,18.5778,19984.68,76.0,200000.0
2002-09-18,2002-09-26,9.0,-88.0764,20.7441,48802.44,6.0,300000.0
2002-09-21,2002-09-24,4.0,-84.8804,31.0424,5643.54,0.0,0.0
2002-09-06,2002-09-19,14.0,-96.0297,29.6511,97964.82,0.0,0.0
2002-09-16,2002-09-19,4.0,38.8525,-3.08984,63445.93,0.0,0.0
2002-09-17,2002-09-21,5.0,-99.3953,25.5052,35142.76,10.0,0.0
2002-09-19,2002-09-21,3.0,168.593,-44.9509,5096.88,0.0,0.0
2002-09-08,2002-09-12,5.0,4.44759,44.0345,10479.27,23.0,2500.0
2002-08-22,2002-09-06,16.0,50.0785,15.1966,19471.32,28.0,0.0
2002-09-04,2002-09-06,3.0,10.4002,42.8283,90.1132,0.0,1200.0
2002-09-03,2002-09-06,4.0,73.2201,21.5391,78978.7,22.0,5000.0
2002-09-03,2002-09-05,3.0,23.7749,38.0545,287.878,0.0,0.0
2002-08-29,2002-09-05,8.0,-91.1326,14.2785,11482.1,3.0,0.0
2002-08-28,2002-09-06,10.0,133.885,45.9346,1348.91,0.0,0.0
2002-08-31,2002-09-03,4.0,128.621,35.4377,11999.65,138.0,70000.0
2002-08-29,2002-09-01,4.0,-11.677,8.09142,9152.77,0.0,500.0
2002-08-19,2002-08-24,6.0,108.131,12.6459,12948.32,4.0,6000.0
2002-08-24,2002-08-29,6.0,-72.1311,-35.8628,62183.46,2.0,8000.0
2002-08-17,2002-09-04,19.0,95.7534,22.4187,125461.42,0.0,5000.0
2002-08-22,2002-08-28,7.0,72.0269,34.492,4902.73,22.0,3000.0
2002-08-18,2002-11-26,101.0,103.527,16.7724,371596.28,65.0,400000.0
2002-08-17,2002-08-28,12.0,7.15889,35.8591,25336.07,28.0,500.0
2002-08-17,2002-09-20,35.0,98.3612,17.1591,51699.41,2.0,150000.0
2002-08-15,2002-08-19,5.0,75.4151,39.7325,17448.18,0.0,0.0
2002-08-14,2002-08-22,9.0,104.679,22.5644,50976.86,29.0,80000.0
2002-08-14,2002-08-20,7.0,99.4409,25.5714,17267.47,106.0,13000.0
2002-08-16,2002-08-18,3.0,27.7123,-32.8972,2999.92,16.0,2500.0
2002-08-15,2002-08-17,3.0,-100.932,21.818,1008.6,21.0,5000.0
2002-08-13,2002-08-17,5.0,119.44,28.8575,28018.74,21.0,0.0
2002-08-13,2002-08-17,5.0,122.971,10.1745,11679.24,29.0,3000.0
2002-08-10,2002-08-14,5.0,55.5526,37.5233,9715.16,35.0,0.0
2002-08-08,2002-08-13,6.0,104.103,30.6894,522.922,5.0,0.0
2002-08-11,2002-08-13,3.0,78.5235,30.5622,6762.02,33.0,0.0
2002-08-10,2002-08-12,3.0,-0.327314,54.1958,61.3685,0.0,250.0
2002-08-08,2002-08-12,5.0,38.6654,44.3276,10857.77,59.0,48000.0
2002-08-07,2002-08-28,22.0,13.0294,48.5684,252250.7,55.0,250000.0
2002-08-06,2002-08-28,23.0,112.817,26.7781,94511.31,124.0,270000.0
2002-08-07,2002-08-08,2.0,72.0219,37.2656,409.976,24.0,500.0
2002-08-06,2002-08-07,2.0,23.6741,47.0178,16409.15,1.0,0.0
2002-08-05,2002-08-11,7.0,125.66,38.8933,29669.25,21.0,26000.0
2002-08-05,2002-08-12,8.0,116.272,24.4607,2120.16,10.0,1500.0
2002-08-04,2002-08-05,2.0,104.559,35.6268,5174.6,28.0,0.0
2002-08-03,2002-08-07,5.0,71.2064,30.0167,1352.07,3.0,800.0
2002-08-03,2002-08-06,4.0,122.641,40.974,6075.26,2.0,0.0
2002-08-01,2002-08-06,6.0,133.885,45.9346,1348.91,0.0,80.0
2002-07-31,2002-08-06,7.0,103.689,22.1084,27818.77,10.0,2000.0
2002-07-31,2002-08-08,9.0,13.2498,50.9544,22266.55,0.0,0.0
2002-07-30,2002-08-03,5.0,28.3778,44.3828,3417.55,2.0,4000.0
2002-07-30,2002-08-01,3.0,-1.44462,53.9096,1325.62,0.0,300.0
2002-07-28,2002-07-31,4.0,25.4251,41.8628,8401.28,0.0,0.0
2002-07-28,2002-08-03,7.0,18.5798,-34.0133,275.312,0.0,2300.0
2002-07-28,2002-07-30,3.0,65.9365,36.3468,3345.25,0.0,0.0
2002-04-27,2002-05-31,35.0,-156.216,62.2333,17605.45,0.0,0.0
2002-07-25,2002-07-27,3.0,-80.6862,37.2114,2046.79,0.0,100.0
2002-07-21,2002-07-29,9.0,89.0049,46.3429,127556.41,15.0,10000.0
2002-07-24,2002-07-26,3.0,44.008,15.2291,5161.32,13.0,0.0
2002-07-24,2002-07-26,3.0,3.28106,6.60559,1657.33,2.0,0.0
2002-07-23,2002-07-26,4.0,48.0673,37.6146,993.753,6.0,0.0
2002-07-23,2002-07-24,2.0,-135.3,59.6028,1149.17,25.0,21.0
2002-07-23,2002-07-27,5.0,35.0527,40.0017,15133.75,34.0,3000.0
2002-07-21,2002-08-15,26.0,85.3065,27.6961,15065.71,380.0,250000.0
2002-07-20,2002-07-28,9.0,121.063,14.6693,12840.76,18.0,7000.0
2002-07-20,2002-07-26,7.0,132.38,43.8822,23877.42,0.0,1500.0
2002-07-20,2002-07-31,12.0,-69.3067,7.56526,224943.54,5.0,50000.0
2002-07-19,2002-07-23,5.0,26.178,47.6469,5421.41,5.0,0.0
2002-07-19,2002-07-23,5.0,21.2657,49.059,2189.04,0.0,0.0
2002-07-20,2002-07-21,2.0,57.9285,37.4146,1663.6,3.0,0.0
2002-07-19,2002-07-21,3.0,27.7078,-31.2427,5573.46,8.0,0.0
2002-07-15,2002-12-02,141.0,105.254,10.5017,46641.08,155.0,200000.0
2002-07-14,2002-07-16,3.0,86.8796,27.2934,1052.89,46.0,0.0
2002-07-14,2002-07-16,3.0,101.339,48.2057,32885.05,7.0,0.0
2002-07-14,2002-07-17,4.0,16.6355,49.5355,1326.28,3.0,0.0
2002-07-13,2002-07-15,3.0,-89.74,15.3651,3708.25,2.0,0.0
2002-07-13,2002-07-15,3.0,2.68538,39.6197,353.893,0.0,0.0
2002-07-12,2002-07-15,4.0,174.757,-36.9518,6948.68,0.0,0.0
2002-07-12,2002-07-16,5.0,98.4303,56.0839,49723.18,0.0,2000.0
2002-07-09,2002-07-11,3.0,136.714,35.3059,1417.53,1.0,10000.0
2002-07-08,2002-07-09,2.0,23.7749,38.0545,287.878,1.0,0.0
2002-07-06,2002-07-19,14.0,120.563,15.3403,20604.45,61.0,25000.0
2002-07-07,2002-07-09,3.0,83.3552,27.5752,1921.2,0.0,0.0
2002-07-06,2002-07-08,3.0,-101.738,41.0922,712.688,1.0,0.0
2002-07-06,2002-07-08,3.0,43.7053,15.1817,3902.44,10.0,0.0
2002-07-05,2002-07-08,4.0,-70.7849,7.05922,1418.55,0.0,18000.0
2002-07-05,2002-07-07,3.0,128.436,35.0369,9634.8,4.0,0.0
2002-07-04,2002-07-07,4.0,109.831,37.0417,4728.5,5.0,0.0
